,Rank,NCTId,BriefTitle,SecondaryId,LeadSponsorName,LocationCountry
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Mexico
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Netherlands
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Peru
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Poland
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Portugal
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Russian Federation
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Serbia
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Slovakia
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,South Africa
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Spain
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Switzerland
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Tunisia
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,Ukraine
281,1282,NCT01247324,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Participants With Relapsing Multiple Sclerosis,2010-020337-99,Hoffmann-La Roche,United Kingdom
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,United States
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Belgium
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Bulgaria
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Canada
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Chile
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Colombia
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Croatia
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Czech Republic
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Estonia
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,France
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Georgia
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Germany
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Greece
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,India
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Latvia
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Mexico
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Netherlands
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,New Zealand
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Peru
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Poland
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Romania
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Russian Federation
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Serbia
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Spain
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,Ukraine
289,1290,NCT00906399,Efficacy and Safety Study of Peginterferon Beta-1a in Participants With Relapsing Multiple Sclerosis,2008-006333-27,Biogen,United Kingdom
302,1303,NCT02977533,A Single Ascending Dose Study of GZ402668 in Patients With Progressive Multiple Sclerosis,2016-002415-18|U1111-1184-8607,Sanofi,Germany
337,1338,NCT04982991,Single Ascending Dose Study of SAR443820 in Healthy Adult Chinese and Japanese Female and Male Participants,2021-001076-42|U1111-1264-3008,Sanofi,United Kingdom
349,1350,NCT02323269,Effectiveness of DMF (Dimethyl Fumarate) and Its Impact on PROs (Patient Reported Outcomes) in Treatment-Naive or Suboptimal IFN (Interferon) or GA (Glatiramer Acetate) Responders With RRMS (ImPROve),CAN-BGT-14-10614,Biogen,Canada
365,1366,NCT01490840,Effect of Physical ACtivity in Fingolimod Treated patiEnts (PACE) With Relapsing-remitting Multiple Sclerosis,2011-002969-38,Novartis Pharmaceuticals,Germany
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,United States
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Argentina
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Australia
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Austria
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Brazil
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Canada
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Denmark
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,France
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Greece
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Hungary
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Israel
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Mexico
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Peru
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Poland
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Portugal
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Puerto Rico
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Russian Federation
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Spain
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Turkey
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,Ukraine
377,1378,NCT04544449,A Study To Evaluate The Efficacy And Safety Of Fenebrutinib Compared With Ocrelizumab In Adult Participants With Primary Progressive Multiple Sclerosis,2019-003919-53,Hoffmann-La Roche,United Kingdom
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,United States
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Argentina
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Australia
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Belgium
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Bulgaria
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Croatia
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Czechia
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,France
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Germany
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Greece
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Hungary
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Israel
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Italy
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Kuwait
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Portugal
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Russian Federation
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Saudi Arabia
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Serbia
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Slovakia
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Spain
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Tunisia
393,1394,NCT03958877,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BIIB017 (Peginterferon Beta-1a) in Pediatric Participants for the Treatment of Relapsing-Remitting Multiple Sclerosis",2018-003008-38,Biogen,Turkey
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,United States
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Colombia
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Estonia
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Hungary
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Jordan
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,"Korea, Republic of"
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Malaysia
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Mexico
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Saudi Arabia
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Taiwan
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Thailand
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Tunisia
395,1396,NCT03870763,Study to Evaluate the Efficacy and Safety of Dimethyl Fumarate (Tecfidera) and Peginterferon Beta-1a (Plegridy) for the Treatment of Relapsing-Remitting Multiple Sclerosis in Pediatric Participants,2018-000516-22,Biogen,Turkey
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,United States
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,Australia
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,Belgium
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,Canada
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,France
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,Germany
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,Israel
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,Italy
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,Netherlands
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,Spain
400,1401,NCT03689972,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-002145-11,Biogen,United Kingdom
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,United States
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Argentina
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Australia
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Austria
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Belgium
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Brazil
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Bulgaria
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Canada
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Croatia
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Denmark
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,France
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Germany
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Hungary
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Italy
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Kuwait
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Lebanon
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Mexico
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Netherlands
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Norway
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Poland
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Portugal
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Romania
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Slovakia
415,1416,NCT03085810,Study to Evaluate the Effectiveness and Safety of Ocrelizumab in Participants With Early Stage Relapsing Remitting Multiple Sclerosis (RRMS),2016-002937-31,Hoffmann-La Roche,Slovenia
