"Rank","LeadSponsorName","Condition"
1782,"Biogen","Relapsing-Remitting Multiple Sclerosis (RRMS)"
1783,"Biogen","Relapsing-Remitting Multiple Sclerosis (RRMS)"
1784,"Germans Trias i Pujol Hospital","Relapsing Remitting Multiple Sclerosis (RRMS)"
1785,"GE Healthcare","Relapsing-remitting Multiple Sclerosis (rrMS)"
1786,"Novartis Pharmaceuticals","Relapsing-remitting Multiple Sclerosis (RRMS)"
1787,"Novartis Pharmaceuticals","Relapsing Remitting Multiple Sclerosis (RRMS)"
1788,"Merck KGaA, Darmstadt, Germany","Relapsing Remitting Multiple Sclerosis (RRMS)"
1789,"Biogen","Relapsing Remitting Multiple Sclerosis (RRMS)"
1790,"Bayer","Relapsing Remitting Multiple Sclerosis (RRMS)"
1791,"EMD Serono","Relapsing Remitting Multiple Sclerosis (RRMS)"
1792,"Russian Academy of Medical Sciences","Spasticity, Multiple Sclerosis, Stroke, Trauma"
1793,"Novartis Pharmaceuticals","Secondary Progressive Multiple Sclerosis (SPMS)"
1794,"Stem Cell Medicine Ltd.","Secondary Progressive Multiple Sclerosis (SPMS)"
1795,"University College, London","Secondary Progressive Multiple Sclerosis (SPMS)"
1796,"The Cleveland Clinic","Gait Disturbance in Multiple Sclerosis Patients"
1797,"Novartis Pharmaceuticals","Muscle Spasticity Due to Multiple Sclerosis"
1798,"Canbex Therapeutics Ltd","Spasticity in People With Multiple Sclerosis"
1799,"University at Buffalo","Multiple Sclerosis, Dimethyl Fumarate, Diffusion Tensor Imaging Magnetic Resonance Imaging"
1800,"Hospices Civils de Lyon","Chronic Optic Neuropathy in Multiple Sclerosis"
1801,"Bionorica Research GmbH","Central Neuropathic Pain in Multiple Sclerosis"
1802,"Oxford Brookes University","Paediatric Multiple Sclerosis and Neuromyelitis Optica Spectrum Disorder"
1803,"GW Pharmaceuticals Ltd.","Spasticity in Participants With Multiple Sclerosis"
1804,"Hospices Civils de Lyon","Pendular Nystagmus Patients With Multiple Sclerosis"
1805,"Novartis Pharmaceuticals","Secondary Progressive Multiple Sclerosis With Inflammatory Disease Activity"
1806,"Taibah University","Bladder Dysfunction on Patients With Multiple Sclerosis"
1807,"Kessler Foundation","TBI (Traumatic Brain Injury) or MS (Multiple Sclerosis)"
1808,"McGill University","Obstructive Sleep Apnea-hypopnea in Multiple Sclerosis Patients"
1809,"Swiss Federal Institute of Technology","Assessment of Arm and Hand Sensorimotor Functions in Multiple Sclerosis Subjects"
1810,"Maritime Neurology","Frequency of Infusion Reactions in Novel Versus Standard Protocol in Multiple Sclerosis"
1811,"Genentech, Inc.","Relapsing Multiple Sclerorsis|Multiple Sclerosis, Primary Progressive"
1812,"Turku University Hospital","Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Multiple Sclerosis, Chronic Progressive"
1813,"VU University Medical Center","Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Multiple Sclerosis, Secondary Progressive"
1814,"Danish Research Centre for Magnetic Resonance","Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Multiple Sclerosis, Secondary Progressive"
1815,"Tiziana Life Sciences, PLC","Primary Progressive Multiple Sclerosis|Secondary Progressive Multiple Sclerosis|Multiple Sclerosis"
1816,"Brigham and Women's Hospital","Multiple Sclerosis|Healthy"
1817,"Terry L. Wahls","Multiple Sclerosis|Clinically Isolated Syndrome"
1818,"University of Alabama at Birmingham","Multiple Sclerosis|Major Depressive Disorder"
1819,"Central Hospital, Nancy, France","Multiple Sclerosis|Social and Territorial Inequalities"
1820,"Hoffmann-La Roche","Multiple Sclerosis|Clinically Isolated Syndrome"
1821,"Hoffmann-La Roche","Multiple Sclerosis|Clinically Isolated Syndrome"
1822,"Chinese University of Hong Kong","Multiple Sclerosis|Magnetic Resonance Imaging"
1823,"Cinnagen","Multiple Sclerosis|Relapsing-Remitting"
1824,"University of Nottingham","Multiple Sclerosis|Cognitive Impairment"
1825,"Hasselt University","Multiple Sclerosis|Stroke"
1826,"Queen's University","Multiple Sclerosis|Quality of Life"
1827,"Fondazione Don Carlo Gnocchi Onlus","Multiple Sclerosis|Depression"
1828,"Sanko University","Multiple Sclerosis|Exercise"
1829,"St. Barnabas Medical Center","Multiple Sclerosis|Covid19"
1830,"Aristotle University Of Thessaloniki","Multiple Sclerosis|Cognitive Decline"
1831,"University Hospital, Bordeaux","Multiple Sclerosis|Clinically Isolated Syndrome"
1832,"University Hospital, Basel, Switzerland","Multiple Sclerosis|COVID-19 (Severe Coronavirus Disease 2019)"
1833,"Dokuz Eylul University","Multiple Sclerosis|Urinary Incontinence"
1834,"University of Washington","Multiple Sclerosis|Fatigue"
1835,"NYU Langone Health","Multiple Sclerosis|Covid19"
1836,"Medical University of Vienna","Multiple Sclerosis|Fatigue"
1837,"Monash University","Multiple Sclerosis|Adherence, Medication"
1838,"Case Western Reserve University","Multiple Sclerosis|Caregivers"
1839,"Uşak University","Multiple Sclerosis|Exercise"
1840,"Hasselt University","Multiple Sclerosis|Cerebral Lesion"
1841,"Sunnybrook Health Sciences Centre","Multiple Sclerosis|Major Depressive Disorder"
1842,"Beth Israel Deaconess Medical Center","Multiple Sclerosis|Obstructive Sleep Apnea"
1843,"University Hospital Inselspital, Berne","Multiple Sclerosis|Clinically Isolated Syndrome"
1844,"University Hospital, Lille","Multiple Sclerosis|Lower Urinary Tract Symptoms"
1845,"Third Affiliated Hospital, Sun Yat-Sen University","Multiple Sclerosis|Depression, Anxiety"
1846,"University of California, San Francisco","Multiple Sclerosis|Cognitive Impairment"
1847,"Ankara Yildirim Beyazıt University","Multiple Sclerosis|Covid-19"
1848,"University of Wisconsin, Madison","Multiple Sclerosis|MS"
1849,"Kessler Foundation","Multiple Sclerosis|Traumatic Brain Injury"
1850,"University of Alabama at Birmingham","Multiple Sclerosis|Diet, Healthy"
1851,"University of Alberta","Multiple Sclerosis|Nurse's Role"
1852,"University of California, San Francisco","Multiple Sclerosis|Clinically Isolated Syndrome"
1853,"Regina Elena Cancer Institute","Multiple Sclerosis|Relapse"
1854,"Swansea University","Multiple Sclerosis|COVID-19"
1855,"The Cleveland Clinic","Multiple Sclerosis|Gait Disorders, Neurologic"
1856,"University of Calgary","Multiple Sclerosis|Clinically Isolated Syndrome"
1857,"Mazandaran University of Medical Sciences","Multiple Sclerosis|Hypogammaglobulinemia"
1858,"VA Office of Research and Development","Multiple Sclerosis|Fatigue"
1859,"Jared Bruce","Multiple Sclerosis|Obesity"
1860,"University Hospital, Caen","Multiple Sclerosis|Malignant Tumor"
1861,"Centre Hospitalier Universitaire de Nīmes","Multiple Sclerosis|Neuromyelitis Optica"
1862,"Providence Health & Services","Multiple Sclerosis|Infusion Reaction"
1863,"Mansoura University Hospital","Multiple Sclerosis|Sexual Dysfunction"
1864,"ProgenaBiome","Multiple Sclerosis|MS"
1865,"Jagannadha R Avasarala","Multiple Sclerosis|Neuromyelitis Optica"
1866,"University of Alabama at Birmingham","Multiple Sclerosis|Restless Legs Syndrome"
1867,"Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts","Multiple Sclerosis|Optic Neuritis"
1868,"Columbia University","Multiple Sclerosis|Clinically Isolated Syndrome (CIS)"
1869,"Fondazione Italiana Sclerosi Multipla","Multiple Sclerosis|Physical Activity"
1870,"University of Alabama at Birmingham","Multiple Sclerosis|Fatigue"
1871,"The Cleveland Clinic","Multiple Sclerosis|Gait Disorders, Neurologic"
1872,"Neuromed IRCCS","Multiple Sclerosis|Spasticity"
1873,"Kessler Foundation","Multiple Sclerosis|Emotional Disturbances"
1874,"Hasselt University","Multiple Sclerosis|Fatigue"
1875,"NUMEN Foundation","Multiple Sclerosis|Physical Therapy"
1876,"University of Alabama at Birmingham","Multiple Sclerosis|Restless Legs Syndrome"
1877,"Texas Tech University Health Sciences Center","Multiple Sclerosis|Neurogenic Bladder"
1878,"Charite University, Berlin, Germany","Multiple Sclerosis|Fatigue"
1879,"Riley Bove, MD","Multiple Sclerosis|Cognitive Decline"
1880,"Rutgers, The State University of New Jersey","Multiple Sclerosis|Cognitive Impairment"
1881,"NYU Langone Health","Multiple Sclerosis|Cognition Disorders"
1882,"Hacettepe University","Multiple Sclerosis|Balance; Distorted"
1883,"Kessler Foundation","Multiple Sclerosis|Cognitive Impairment"
1884,"Hasselt University","Multiple Sclerosis|CVA"
1885,"Neurology Center of New England P.C.","Multiple Sclerosis|Spasticity, Muscle"
1886,"University of California, San Francisco","Multiple Sclerosis|Cognitive Decline"
1887,"Adamas Pharmaceuticals, Inc.","Multiple Sclerosis|Walking Impairment"
1888,"Universita di Verona","Multiple Sclerosis|Rehabilitation"
1889,"Johns Hopkins University","Multiple Sclerosis|Fatigue"
1890,"Healeon Medical Inc","Multiple Sclerosis|Autoimmune"
1891,"Hacettepe University","Multiple Sclerosis|Gait Disorders, Neurologic"
1892,"Centre Hospitalier Universitaire de Nīmes","Multiple Sclerosis|Clinically Isolated Syndrome"
1893,"Cairo University","Multiple Sclerosis|Lower Urinary Tract Symptoms"
1894,"Brigham and Women's Hospital","Multiple Sclerosis|Pregnancy Related"
1895,"Centre Hospitalier Universitaire de Nīmes","Multiple Sclerosis|Radiologically Isolated Syndrome"
1896,"University of Chicago","Multiple Sclerosis|Immune System Diseases"
1897,"Institut National de la Santé Et de la Recherche Médicale, France","Multiple Sclerosis|Respiration Disorders"
1898,"Osmotica Pharmaceutical US LLC","Multiple Sclerosis|Spasticity, Muscle"
1899,"DxTerity Diagnostics","Multiple Sclerosis|MS"
1900,"Osmotica Pharmaceutical US LLC","Multiple Sclerosis|Spasticity, Muscle"
1901,"University of Colorado, Denver","Multiple Sclerosis|Neuropathic Pain"
1902,"Centre Hospitalier Universitaire Dijon","Multiple Sclerosis|Biotine"
1903,"Oregon Health and Science University","Multiple Sclerosis|Fatigue"
1904,"Brigham and Women's Hospital","Multiple Sclerosis|Healthy"
1905,"University of Alabama at Birmingham","Multiple Sclerosis|Stroke"
1906,"Slovak Academy of Sciences","Multiple Sclerosis|Mitochondrial Alteration"
1907,"NYU Langone Health","Multiple Sclerosis|Neurological Disorder"
1908,"Healeon Medical Inc","Multiple Sclerosis|Autoimmune"
1909,"Washington D.C. Veterans Affairs Medical Center","Multiple Sclerosis|Fatigue"
1910,"Novartis Pharmaceuticals","Multiple Sclerosis|RRMS"
1911,"Hospices Civils de Lyon","Multiple Sclerosis|Neuromyelitis Optica Spectrum Disorders"
1912,"Isfahan University of Medical Sciences","Multiple Sclerosis|Cognitive Disorders"
1913,"Osmotica Pharmaceutical US LLC","Multiple Sclerosis|Sperm"
1914,"Chinese PLA General Hospital","Multiple Sclerosis|Neuromyelitis Optica Spectrum Disorders"
1915,"Biogen","Multiple Sclerosis|Acute Optic Neuritis"
1916,"Mashhad University of Medical Sciences","Multiple Sclerosis|Glaucoma"
1917,"Fondazione Don Carlo Gnocchi Onlus","Multiple Sclerosis|Stroke"
1918,"Charite University, Berlin, Germany","Multiple Sclerosis|Depressive Disorder, Major"
1919,"Albert Christian Ludolph, Prof.","Multiple Sclerosis|Clinically Isolated Syndrome"
1920,"Brigham and Women's Hospital","Multiple Sclerosis|Alzheimer's Disease"
1921,"Centre Hospitalier Universitaire de Nīmes","Multiple Sclerosis|Rheumatoid Arthritis"
1922,"University of Turin, Italy","Multiple Sclerosis|Depression"
1923,"Johns Hopkins University","Multiple Sclerosis|Encephalitis"
1924,"University of Alabama at Birmingham","Multiple Sclerosis|Stroke"
1925,"University of Edinburgh","Multiple Sclerosis|Psychological Distress"
1926,"University College, London","Multiple Sclerosis|Recurrent Urinary Tract Infections"
1927,"Lille Catholic University","Multiple Sclerosis|Depression"
1928,"Bert Op't Eijnde","Multiple Sclerosis|Healthy Controls"
1929,"Tehran University of Medical Sciences","Multiple Sclerosis|Oxidative Stress"
1930,"Sara Varea","Multiple Sclerosis|Neuromyelitis Optica"
1931,"VA Office of Research and Development","Multiple Sclerosis|Spasticity"
1932,"Oregon Health and Science University","Multiple Sclerosis|Cognition"
1933,"University of Manitoba","Multiple Sclerosis|Foot Drop"
1934,"The Cleveland Clinic","Multiple Sclerosis|Ambulation Difficulty"
1935,"Jochen Vehoff","Multiple Sclerosis|Autonomic Nervous System Dysfunction"
1936,"University at Buffalo","Multiple Sclerosis|Healthy"
1937,"Queen Margaret University","Multiple Sclerosis|Foot Drop"
1938,"GW Pharmaceuticals Ltd.","Multiple Sclerosis|Spasticity"
1939,"University of Illinois at Urbana-Champaign","Multiple Sclerosis|Adult Disease"
1940,"Allergan","Multiple Sclerosis|Urinary Bladder Diseases"
1941,"Hasselt University","Multiple Sclerosis|Paralytic Stroke"
1942,"Biogen","Multiple Sclerosis|Exposure During Pregnancy"
1943,"EMD Serono","Multiple Sclerosis|Relapsing-Remitting"
1944,"Medical University of Vienna","Multiple Sclerosis|Fatigue"
1945,"Bert Op't Eijnde","Multiple Sclerosis|Healthy Controls"
1946,"Osmotica Pharmaceutical US LLC","Multiple Sclerosis|Spasticity"
1947,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis|Relapsing-Remitting"
1948,"The Cleveland Clinic","Multiple Sclerosis|Optic Neuritis"
1949,"Vestre Viken Hospital Trust","Multiple Sclerosis|EDSS 4-7"
1950,"GW Pharmaceuticals Ltd.","Multiple Sclerosis|Spasticity"
1951,"GW Pharmaceuticals Ltd.","Multiple Sclerosis|Neuropathic Pain"
1952,"Novartis Pharmaceuticals","Multiple Sclerosis|Relapsing-Remitting"
1953,"University of Stirling","Multiple Sclerosis|Chronic Cerebrospinal Venous Insufficiency"
1954,"Biogen","Multiple Sclerosis|Pregnancy"
1955,"University of Edinburgh","Multiple Sclerosis|Fatigue"
1956,"Health Sciences Centre, Winnipeg, Manitoba","Multiple Sclerosis|Fatigue"
1957,"University Hospital Inselspital, Berne","Multiple Sclerosis|Apraxia"
1958,"Oregon Health and Science University","Multiple Sclerosis|Fatigue"
1959,"Bayer","Multiple Sclerosis|Clinically Isolated System"
1960,"Fondazione Italiana Sclerosi Multipla","Multiple Sclerosis|Neurodegenerative Diseases"
1961,"S. Anna Hospital","Multiple Sclerosis|Venous Insufficiency"
1962,"Washington University School of Medicine","Multiple Sclerosis|Optic Neuritis"
1963,"Tel Aviv University","Multiple Sclerosis|Cognitive Impairment"
1964,"Cantonal Hospital of St. Gallen","Multiple Sclerosis|Cognitive Impairment"
1965,"Cantonal Hospital of St. Gallen","Multiple Sclerosis|Cognitive Impairment"
1966,"University of Rochester","Multiple Sclerosis|Constipation"
1967,"University Hospital, Bordeaux","Multiple Sclerosis|Cognitive Rehabilitation"
1968,"Assistance Publique - Hôpitaux de Paris","Multiple Sclerosis|Cognitive Impairment"
1969,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis|MS"
1970,"University of Calgary","Multiple Sclerosis|Optic Neuritis"
1971,"John F. Foley, MD","Multiple Sclerosis|Relapse"
1972,"University of Sao Paulo","Multiple Sclerosis|Neuromyelitis Optica"
1973,"Johns Hopkins University","Multiple Sclerosis|Vitamin D Deficiency"
1974,"Melbourne Health","Multiple Sclerosis|Tremor"
1975,"The Cleveland Clinic","Multiple Sclerosis|Peripheral Neuropathy"
1976,"University of Washington","Multiple Sclerosis|Spinal Cord Injury"
1977,"Bayer","Multiple Sclerosis|Relapsing-Remitting"
1978,"Novartis Pharmaceuticals","Multiple Sclerosis|Cognitive Impairment"
1979,"Bayer","Multiple Sclerosis|Overactive Detrusor"
1980,"US Department of Veterans Affairs","Multiple Sclerosis|Cognitive Ability, General"
1981,"Merck KGaA, Darmstadt, Germany","Multiple Sclerosis|Clinically Isolated Syndrome"
1982,"Nova Scotia Health Authority","Multiple Sclerosis|Bladder Dysfunction"
1983,"University of Washington","Multiple Sclerosis|Pain"
1984,"The University of Texas Health Science Center, Houston","Multiple Sclerosis|Clinically Isolated Syndrome"
1985,"Nancy Hammond, MD","Multiple Sclerosis|Low Bone Density"
1986,"Mayo Clinic","Multiple Sclerosis|Fatigue"
1987,"University of Aarhus","Multiple Sclerosis|Fatigue"
1988,"Oregon Health and Science University","Multiple Sclerosis|Cognition Disorders"
1989,"Oregon Health and Science University","Multiple Sclerosis|Depression"
1990,"National Eye Institute (NEI)","Multiple Sclerosis|Optic Neuritis"
1991,"National Eye Institute (NEI)","Multiple Sclerosis|Optic Neuritis"
1992,"National Institute of Allergy and Infectious Diseases (NIAID)","Relapsing Multiple Sclerosis|Relapsing Remitting Multiple Sclerosis|Secondary Progressive Multiple Sclerosis"
1993,"I.R.C.C.S. Fondazione Santa Lucia","Deglutition Disorders|Multiple Sclerosis"
1994,"NYU Langone Health","Cannabis Use Disorder|Multiple Sclerosis"
1995,"Peking University Third Hospital","Clinical Isolation Syndrome of Spinal Cord|Multiple Sclerosis"
1996,"Yale University","Radiologically Isolated Syndrome|Multiple Sclerosis"
1997,"Nottingham University Hospitals NHS Trust","Covid19|Multiple Sclerosis"
1998,"Brigitte Schürch","Urinary Bladder, Neurogenic|Multiple Sclerosis"
1999,"Fondation Ophtalmologique Adolphe de Rothschild","Optic Neuritis|Multiple Sclerosis"
2000,"University of Seville","Benign Paroxysmal Positional Vertigo|Multiple Sclerosis"
